city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,rent_amount,property_tax
Campinas,48,1,1,0,9,acept,not furnished,350,650,21
Rio de Janeiro,30,1,1,0,8,acept,not furnished,390,800,25
Campinas,198,6,3,4,0,acept,not furnished,0,2000,145
Porto Alegre,47,1,1,0,2,not acept,not furnished,300,1000,59
Porto Alegre,60,2,1,1,3,acept,not furnished,250,800,22
São Paulo,230,3,3,0,9,acept,furnished,1700,5000,109
Belo Horizonte,90,2,1,1,0,not acept,not furnished,0,1520,0
Rio de Janeiro,129,3,2,1,8,acept,furnished,1200,3255,167
São Paulo,240,4,4,4,22,acept,not furnished,1980,6672,417
Porto Alegre,55,1,1,0,14,acept,not furnished,700,1020,29
Porto Alegre,52,1,1,0,0,acept,not furnished,150,1200,42
São Paulo,250,3,4,3,8,acept,not furnished,1610,6000,1089
São Paulo,200,3,2,2,19,acept,not furnished,2573,10000,1121
Belo Horizonte,312,4,3,3,1,acept,not furnished,1498,2300,463
São Paulo,230,5,5,3,0,acept,not furnished,0,9900,620
São Paulo,72,2,2,2,9,acept,not furnished,750,2480,209
São Paulo,55,2,1,0,5,acept,furnished,620,2400,24
Rio de Janeiro,72,2,2,1,2,not acept,furnished,914,3600,133
São Paulo,50,2,1,0,0,acept,not furnished,0,1200,83
São Paulo,17,1,1,0,1,acept,not furnished,0,2700,5
Belo Horizonte,160,3,3,2,4,acept,not furnished,150,2400,263
São Paulo,214,4,4,3,5,acept,not furnished,2638,6520,1187
Rio de Janeiro,65,1,1,0,0,acept,not furnished,300,1800,30
São Paulo,136,3,2,1,10,not acept,furnished,1300,6500,267
Porto Alegre,70,2,2,1,6,acept,not furnished,440,1900,57
Porto Alegre,38,1,1,0,2,acept,not furnished,340,650,350
São Paulo,450,8,5,5,0,acept,not furnished,0,8000,1000
Rio de Janeiro,67,2,1,1,2,acept,not furnished,1217,2200,130
São Paulo,20,1,1,0,1,not acept,not furnished,0,1100,35
São Paulo,41,1,1,0,12,acept,not furnished,290,1530,60
São Paulo,50,2,1,1,7,acept,not furnished,500,1550,7
São Paulo,205,3,3,3,0,acept,not furnished,0,5525,575
São Paulo,100,3,2,1,0,acept,not furnished,0,3300,500
São Paulo,190,3,4,4,16,acept,furnished,2849,15000,1160
Belo Horizonte,45,2,1,0,0,acept,not furnished,0,1350,0
Campinas,57,1,1,1,2,acept,not furnished,605,800,66
Porto Alegre,88,1,2,2,3,acept,not furnished,340,1600,40
São Paulo,70,1,1,1,10,acept,furnished,459,3400,80
São Paulo,76,2,2,0,11,acept,furnished,646,2800,0
Rio de Janeiro,36,1,1,0,10,acept,not furnished,450,1370,29
Porto Alegre,61,2,2,2,11,acept,not furnished,445,2500,42
São Paulo,280,4,3,6,0,acept,furnished,0,12500,706
São Paulo,480,5,6,3,0,acept,not furnished,0,5000,1000
Campinas,45,1,1,1,17,acept,furnished,0,1950,0
São Paulo,42,1,1,0,9,acept,furnished,1290,1500,184
Porto Alegre,62,2,1,0,4,acept,not furnished,352,736,28
São Paulo,38,2,1,0,2,acept,not furnished,90,1500,0
São Paulo,44,1,1,1,8,not acept,furnished,578,2400,0
São Paulo,75,3,2,2,11,acept,not furnished,630,2800,167
Rio de Janeiro,66,2,1,1,2,acept,not furnished,650,1250,0
São Paulo,125,3,3,2,0,acept,not furnished,0,2800,38
Campinas,62,2,1,2,7,acept,not furnished,609,1500,90
São Paulo,77,2,1,1,5,acept,not furnished,1148,3100,464
São Paulo,136,2,4,2,7,acept,not furnished,1540,4800,242
São Paulo,200,4,2,1,5,acept,not furnished,2115,5000,328
São Paulo,35,1,1,0,1,not acept,not furnished,250,1305,0
São Paulo,250,4,3,2,0,acept,furnished,10,4500,100
São Paulo,90,2,2,2,0,acept,furnished,0,4100,0
Campinas,72,2,2,1,7,acept,not furnished,480,850,9
São Paulo,168,3,3,5,16,acept,not furnished,1675,3500,184
Porto Alegre,360,3,4,3,5,acept,furnished,4000,13200,500
Campinas,38,1,1,1,9,acept,not furnished,500,740,30
São Paulo,23,1,1,1,26,acept,not furnished,487,2300,59
Porto Alegre,440,3,3,3,7,not acept,not furnished,100,10500,84
São Paulo,120,3,3,2,9,acept,furnished,1200,3500,109
Rio de Janeiro,90,2,2,0,5,acept,not furnished,830,2500,84
Porto Alegre,125,4,2,0,7,acept,not furnished,1006,1632,150
São Paulo,200,3,4,3,6,acept,furnished,1800,5058,1200
São Paulo,190,3,3,2,5,acept,not furnished,1800,3260,292
Belo Horizonte,123,3,2,1,3,acept,not furnished,363,2600,143
Campinas,53,2,1,1,0,acept,not furnished,284,2000,41
Rio de Janeiro,70,2,1,1,2,acept,not furnished,560,2180,60
São Paulo,90,2,2,2,17,acept,furnished,1500,12200,454
São Paulo,95,3,2,0,0,acept,not furnished,0,1590,0
Campinas,74,3,1,1,4,acept,not furnished,474,900,40
São Paulo,64,1,1,1,15,not acept,not furnished,620,3600,0
São Paulo,155,4,5,3,14,not acept,not furnished,1850,6000,625
Rio de Janeiro,125,3,1,2,3,not acept,not furnished,1000,2200,159
São Paulo,40,1,1,1,9,acept,furnished,350,1580,25
Porto Alegre,350,3,2,4,0,acept,furnished,0,6522,492
Belo Horizonte,417,3,5,8,0,acept,not furnished,0,7650,450
Porto Alegre,350,4,4,4,0,acept,not furnished,0,6000,192
São Paulo,40,1,1,1,8,not acept,not furnished,440,2800,100
São Paulo,30,1,1,1,15,not acept,furnished,668,3500,127
São Paulo,142,3,4,2,4,acept,not furnished,1100,4500,375
Porto Alegre,110,3,3,2,5,acept,furnished,1300,4000,300
São Paulo,100,4,4,1,0,acept,not furnished,0,10000,9
São Paulo,377,5,4,3,0,acept,not furnished,0,8000,900
São Paulo,230,2,3,3,17,acept,furnished,2575,8000,633
São Paulo,35,1,1,0,5,not acept,furnished,450,1800,91
São Paulo,32,1,1,1,16,acept,not furnished,533,2900,0
São Paulo,74,2,1,1,5,acept,not furnished,569,2024,71
São Paulo,147,2,3,4,19,acept,not furnished,2600,1200,375
São Paulo,35,1,1,0,3,acept,furnished,480,2500,60
Rio de Janeiro,26,1,1,0,7,acept,furnished,630,1500,84
São Paulo,70,2,2,1,5,acept,furnished,517,1700,5
São Paulo,150,3,3,3,19,acept,furnished,1800,2800,740
São Paulo,200,3,3,2,0,acept,not furnished,0,8000,292
Campinas,60,1,1,1,14,acept,not furnished,583,1100,49
São Paulo,250,4,5,3,2,acept,not furnished,1700,2550,334
São Paulo,44,1,2,0,12,not acept,furnished,3300,3300,126
São Paulo,250,7,5,2,0,acept,furnished,0,6000,0
São Paulo,157,3,2,0,7,acept,not furnished,1325,4500,347
São Paulo,97,2,2,0,1,acept,not furnished,1200,5600,0
Belo Horizonte,548,4,7,6,17,acept,not furnished,5905,15000,2484
São Paulo,28,1,1,0,1,acept,not furnished,0,1325,0
São Paulo,250,3,4,0,1,acept,furnished,2000,10000,1667
Belo Horizonte,193,4,2,2,0,acept,not furnished,0,8900,255
Belo Horizonte,428,5,5,4,0,acept,furnished,0,9600,667
São Paulo,50,2,1,0,2,not acept,not furnished,200,950,0
São Paulo,135,2,3,2,5,not acept,not furnished,2000,12300,542
Rio de Janeiro,103,2,2,1,8,acept,not furnished,530,1600,221
Campinas,103,3,2,2,2,acept,not furnished,1500,1360,292
São Paulo,80,3,2,1,0,acept,not furnished,740,1500,150
São Paulo,160,3,3,2,10,acept,not furnished,1229,4000,390
São Paulo,238,4,3,4,24,acept,not furnished,2980,10200,1816
Belo Horizonte,500,7,4,4,0,acept,not furnished,0,5500,167
São Paulo,580,5,5,4,4,acept,not furnished,9900,15000,2200
São Paulo,80,1,1,0,0,acept,not furnished,0,1370,50
São Paulo,210,4,5,3,12,acept,furnished,2620,2975,1184
Porto Alegre,106,3,3,1,7,acept,not furnished,900,2250,186
Rio de Janeiro,30,1,1,0,11,acept,not furnished,500,1200,21
São Paulo,156,3,2,1,0,acept,not furnished,0,2000,147
São Paulo,60,1,1,1,0,acept,not furnished,0,1250,0
São Paulo,200,3,4,0,2,acept,not furnished,3672,3600,780
São Paulo,70,2,2,0,1,acept,not furnished,280,1000,138
São Paulo,177,4,5,4,5,acept,not furnished,1500,9200,959
São Paulo,103,3,3,2,0,acept,not furnished,735,2500,19
São Paulo,440,4,4,4,0,acept,not furnished,0,12000,2500
São Paulo,65,2,1,1,8,acept,furnished,600,1700,92
Belo Horizonte,260,5,3,3,12,acept,not furnished,2000,4000,487
São Paulo,200,4,4,6,0,acept,not furnished,0,4320,375
São Paulo,96,3,2,1,12,acept,not furnished,1122,3050,231
São Paulo,68,2,2,1,2,acept,furnished,690,2900,137
Belo Horizonte,300,5,5,5,0,not acept,not furnished,0,4500,450
São Paulo,34,1,1,0,2,acept,not furnished,305,750,27
Campinas,398,5,6,0,2,acept,not furnished,3500,8500,700
Belo Horizonte,100,1,1,0,1,acept,not furnished,0,2600,0
Belo Horizonte,176,4,5,3,6,acept,furnished,2136,6500,704
Belo Horizonte,90,2,2,2,4,not acept,furnished,500,4000,250
Belo Horizonte,680,7,6,8,0,acept,not furnished,0,8000,428
Belo Horizonte,220,4,3,0,9,acept,furnished,3000,15000,1138
São Paulo,110,2,2,2,0,not acept,not furnished,0,2120,174
São Paulo,180,3,2,1,2,acept,furnished,1260,5500,255
São Paulo,36,1,1,1,8,acept,not furnished,410,1800,93
Belo Horizonte,450,4,4,4,8,acept,not furnished,2394,12700,836
Rio de Janeiro,103,3,2,0,1,acept,not furnished,812,3300,336
Porto Alegre,101,2,2,2,5,acept,not furnished,480,1800,500
São Paulo,196,4,4,0,11,acept,not furnished,2450,6000,1458
Rio de Janeiro,28,1,1,0,0,acept,not furnished,495,1980,68
São Paulo,260,3,4,4,0,acept,not furnished,0,4500,0
São Paulo,330,4,2,5,0,acept,not furnished,0,1870,400
Rio de Janeiro,70,3,2,1,6,acept,not furnished,607,1189,96
Rio de Janeiro,33,1,1,0,3,acept,not furnished,500,1200,13
São Paulo,160,3,3,2,3,acept,not furnished,2200,10500,505
São Paulo,60,2,1,1,9,acept,not furnished,506,1350,42
São Paulo,36,1,1,1,1,acept,not furnished,130,1379,99
São Paulo,20,1,1,0,1,acept,furnished,0,2060,0
Porto Alegre,70,2,1,0,1,acept,not furnished,375,750,26
São Paulo,180,3,4,4,0,acept,furnished,0,4700,2
São Paulo,105,3,3,1,5,acept,not furnished,980,2150,0
São Paulo,275,4,5,4,1,acept,not furnished,4200,9700,1334
Belo Horizonte,450,2,2,5,0,acept,not furnished,0,1512,71
Campinas,360,4,6,4,0,acept,not furnished,864,7700,300
São Paulo,140,2,2,1,5,not acept,furnished,700,1900,150
São Paulo,900,3,5,8,0,acept,not furnished,0,8000,2250
Porto Alegre,152,3,5,3,9,acept,not furnished,1600,6000,321
São Paulo,280,3,4,3,0,acept,furnished,0,8000,500
São Paulo,230,4,4,3,5,not acept,not furnished,2564,2500,934
Campinas,92,3,2,3,6,acept,not furnished,700,2100,167
Belo Horizonte,58,1,1,1,0,acept,not furnished,0,1100,34
Campinas,41,2,1,1,5,not acept,not furnished,248,1193,0
São Paulo,206,4,4,3,10,acept,not furnished,1890,12000,917
Campinas,214,3,3,2,1,acept,not furnished,2016,5900,227
São Paulo,110,2,2,1,18,acept,not furnished,1286,1710,0
Belo Horizonte,100,2,1,0,0,acept,not furnished,0,777,25
Belo Horizonte,80,2,2,1,4,acept,not furnished,250,1200,0
Belo Horizonte,311,3,4,3,20,not acept,not furnished,3075,13000,1753
São Paulo,200,2,3,2,1,acept,furnished,1700,15000,667
Campinas,96,3,2,2,10,acept,not furnished,800,3200,189
Rio de Janeiro,140,4,2,1,1,not acept,not furnished,1700,6000,380
São Paulo,138,3,3,2,17,acept,not furnished,1100,7070,382
São Paulo,140,3,3,1,6,acept,furnished,2200,3900,359
Rio de Janeiro,60,2,2,1,2,not acept,not furnished,592,1250,0
São Paulo,40,1,1,0,0,not acept,not furnished,0,600,34
São Paulo,178,3,4,4,6,acept,furnished,2700,10200,667
São Paulo,140,3,3,2,0,acept,furnished,0,4900,25
São Paulo,72,2,1,0,1,acept,not furnished,864,1020,0
São Paulo,117,2,1,1,5,not acept,furnished,720,2700,11
São Paulo,35,1,1,1,1,acept,not furnished,0,977,30
Porto Alegre,42,1,1,0,1,acept,furnished,360,890,0
Belo Horizonte,29,1,1,0,1,acept,not furnished,0,1100,8
São Paulo,130,2,1,0,1,acept,not furnished,650,2150,9
Rio de Janeiro,100,3,2,1,4,acept,not furnished,2350,5000,333
Rio de Janeiro,39,1,1,0,4,acept,not furnished,450,609,44
São Paulo,61,1,1,0,9,not acept,not furnished,394,1600,0
Campinas,750,4,5,5,0,not acept,not furnished,0,10400,667
Belo Horizonte,142,4,3,2,3,acept,not furnished,900,2700,277
Campinas,650,4,4,8,0,acept,not furnished,0,7500,200
São Paulo,69,2,2,0,0,acept,not furnished,0,1700,73
São Paulo,100,2,2,4,0,acept,not furnished,0,2600,46
Belo Horizonte,300,4,2,2,3,acept,not furnished,1750,8000,500
São Paulo,190,3,4,3,14,acept,furnished,1700,2740,900
Rio de Janeiro,115,2,2,0,13,acept,not furnished,950,4500,2731
Campinas,119,3,1,1,5,acept,not furnished,926,1200,100
São Paulo,100,2,3,1,4,acept,furnished,1200,1890,42
São Paulo,55,2,1,1,3,acept,not furnished,400,1087,0
São Paulo,44,1,1,1,2,acept,furnished,724,3000,89
São Paulo,316,4,6,4,18,acept,furnished,4767,8000,1963
São Paulo,83,2,3,2,0,acept,not furnished,200,3500,167
Belo Horizonte,1000,5,7,8,0,acept,not furnished,0,14980,1904
São Paulo,150,3,2,1,8,acept,not furnished,1172,4800,0
São Paulo,53,2,1,1,7,acept,not furnished,450,4200,42
São Paulo,49,2,1,1,0,acept,not furnished,400,970,4
Campinas,185,3,3,2,6,acept,not furnished,1200,2200,100
Rio de Janeiro,40,1,1,0,0,acept,not furnished,0,1200,20
São Paulo,65,2,1,0,3,acept,not furnished,654,1140,9
São Paulo,67,3,2,1,10,not acept,not furnished,496,1560,72
São Paulo,46,1,1,1,9,acept,not furnished,500,2200,35
Campinas,205,3,2,1,2,acept,not furnished,950,2200,156
Porto Alegre,550,5,5,3,0,acept,not furnished,0,9000,500
Campinas,50,1,1,1,3,acept,not furnished,393,650,33
São Paulo,266,4,5,4,7,acept,not furnished,2900,10900,1167
Rio de Janeiro,280,3,2,2,10,acept,furnished,3140,8000,1126
São Paulo,1600,6,6,6,0,acept,furnished,0,7600,1834
São Paulo,70,1,1,0,4,acept,not furnished,760,2400,156
São Paulo,84,3,2,2,8,not acept,not furnished,700,2340,250
Belo Horizonte,40,1,1,0,3,not acept,not furnished,496,1000,116
Rio de Janeiro,117,3,2,1,7,acept,not furnished,750,4110,384
São Paulo,68,2,2,2,8,acept,furnished,1030,3430,236
Belo Horizonte,140,2,2,2,11,acept,furnished,692,2800,104
São Paulo,450,4,2,3,0,acept,not furnished,0,13000,1000
Porto Alegre,44,1,2,0,3,acept,not furnished,140,1350,100
São Paulo,40,1,1,1,3,acept,furnished,686,3200,52
São Paulo,70,1,2,1,1,acept,furnished,1300,8250,209
São Paulo,50,1,2,0,0,acept,not furnished,0,900,50
Belo Horizonte,405,2,3,0,7,acept,not furnished,3500,4000,699
São Paulo,75,2,2,1,1,acept,not furnished,700,3160,165
Belo Horizonte,80,3,3,1,3,acept,not furnished,560,1501,0
São Paulo,450,4,5,6,0,acept,not furnished,0,12000,1334
São Paulo,225,4,5,4,10,acept,furnished,1600,7106,0
São Paulo,250,3,2,3,35,acept,furnished,2500,15000,1084
São Paulo,60,2,1,1,5,not acept,not furnished,965,2200,165
São Paulo,31,1,1,1,9,not acept,furnished,1500,3400,150
São Paulo,100,3,1,3,0,acept,not furnished,0,2000,164
Belo Horizonte,20,1,1,0,6,not acept,not furnished,420,1050,79
São Paulo,200,3,4,8,0,acept,not furnished,0,7000,25
Campinas,50,1,1,1,8,acept,not furnished,780,1690,62
São Paulo,61,3,2,2,15,acept,not furnished,712,2200,90
São Paulo,200,3,4,2,3,acept,not furnished,4475,9800,820
Belo Horizonte,100,2,2,0,0,acept,not furnished,0,11000,100
São Paulo,365,4,5,6,4,acept,not furnished,3722,13900,2588
São Paulo,38,1,1,0,13,acept,not furnished,414,3000,64
Rio de Janeiro,49,2,1,0,4,acept,not furnished,362,1350,58
São Paulo,207,3,5,4,6,acept,not furnished,2400,12000,934
Campinas,82,3,2,1,6,acept,not furnished,825,1500,142
São Paulo,400,5,4,3,0,acept,not furnished,0,4000,250
Rio de Janeiro,170,4,2,2,6,acept,not furnished,2420,9000,834
Porto Alegre,105,3,2,2,3,acept,furnished,370,2890,217
São Paulo,383,4,4,5,2,acept,not furnished,2189,3004,709
São Paulo,168,3,3,3,3,acept,not furnished,1605,2700,322
São Paulo,53,2,2,1,10,acept,furnished,1940,2400,389
Porto Alegre,320,4,3,2,0,acept,not furnished,0,4500,125
São Paulo,300,3,4,3,18,acept,not furnished,3500,9900,834
Campinas,100,3,2,3,0,acept,not furnished,0,2200,0
São Paulo,40,1,1,0,0,acept,not furnished,0,900,80
São Paulo,180,3,1,0,0,acept,not furnished,0,2500,334
São Paulo,257,4,5,4,8,acept,furnished,2730,7500,1107
São Paulo,178,2,4,2,2,acept,not furnished,2300,7000,891
São Paulo,179,3,3,0,9,not acept,furnished,1828,12000,472
Porto Alegre,64,2,1,0,1,acept,not furnished,300,1750,42
Porto Alegre,60,2,1,0,1,acept,not furnished,326,990,25
São Paulo,55,1,1,1,11,not acept,not furnished,696,2200,148
São Paulo,50,1,1,0,8,not acept,not furnished,470,1970,0
São Paulo,82,3,2,2,19,not acept,not furnished,470,1994,0
Rio de Janeiro,60,1,1,1,7,acept,not furnished,650,1210,106
Porto Alegre,40,1,1,1,9,not acept,furnished,1300,1200,68
Campinas,230,4,4,8,0,acept,not furnished,0,5100,320
São Paulo,73,2,1,1,2,acept,not furnished,680,1300,20
São Paulo,79,2,2,1,1,acept,furnished,600,2000,75
São Paulo,230,3,4,2,3,acept,not furnished,2000,4800,292
Rio de Janeiro,214,3,3,3,4,acept,not furnished,3575,14000,1050
São Paulo,120,2,1,0,0,acept,not furnished,0,1500,90
São Paulo,200,4,2,1,0,not acept,not furnished,0,2500,334
Porto Alegre,85,3,2,2,9,not acept,furnished,940,3300,102
São Paulo,45,1,1,1,1,not acept,furnished,3000,5520,0
Porto Alegre,30,1,1,0,4,acept,not furnished,198,755,22
São Paulo,57,2,2,1,3,acept,not furnished,476,2300,0
São Paulo,500,4,7,3,0,acept,not furnished,0,15000,2500
São Paulo,322,4,5,5,17,acept,furnished,2700,15000,1875
São Paulo,20,1,1,0,3,not acept,not furnished,224,1530,0
Porto Alegre,100,2,2,1,0,not acept,not furnished,0,1346,0
São Paulo,620,4,6,4,1,acept,not furnished,8133,15000,4520
Porto Alegre,240,4,3,5,0,acept,not furnished,0,2500,120
São Paulo,95,3,2,2,10,acept,not furnished,900,7000,142
São Paulo,35,1,1,1,6,acept,not furnished,542,2100,99
Belo Horizonte,325,5,4,7,0,acept,furnished,0,8900,417
São Paulo,58,3,1,1,1,acept,furnished,456,2800,21
São Paulo,200,4,4,3,6,not acept,not furnished,1400,9000,1000
São Paulo,92,3,2,2,2,acept,not furnished,1407,1100,250
Belo Horizonte,65,2,1,1,9,acept,not furnished,450,1545,94
Campinas,57,2,1,0,2,acept,not furnished,378,800,31
São Paulo,50,2,1,1,2,acept,not furnished,400,1600,0
São Paulo,165,4,5,2,4,acept,furnished,2500,9500,315
Rio de Janeiro,70,2,1,1,6,acept,not furnished,900,1900,122
São Paulo,230,4,3,1,1,not acept,not furnished,2400,4000,513
Rio de Janeiro,34,1,1,0,3,not acept,furnished,820,2000,114
Rio de Janeiro,25,1,1,0,0,not acept,not furnished,0,660,0
São Paulo,50,2,1,1,2,acept,not furnished,0,1800,0
Porto Alegre,120,3,2,2,2,acept,furnished,700,2975,155
Porto Alegre,60,2,1,1,0,acept,not furnished,0,1400,96
São Paulo,67,2,2,1,8,acept,not furnished,980,2240,215
São Paulo,22,1,1,0,26,acept,not furnished,384,2100,40
São Paulo,197,3,1,2,0,acept,not furnished,0,2100,290
Porto Alegre,105,3,3,1,3,acept,furnished,1300,2300,130
São Paulo,80,2,2,1,0,not acept,not furnished,0,1556,0
Belo Horizonte,140,4,2,2,5,not acept,not furnished,820,2500,253
Rio de Janeiro,70,2,2,1,9,acept,not furnished,1200,4000,184
Porto Alegre,383,5,5,4,0,acept,not furnished,0,10000,250
São Paulo,172,3,4,3,5,acept,not furnished,1650,9000,900
Porto Alegre,57,2,2,1,6,not acept,not furnished,425,1800,75
São Paulo,32,1,1,1,23,acept,not furnished,1800,2000,416
Belo Horizonte,341,10,6,7,0,acept,not furnished,0,5500,459
Belo Horizonte,600,5,6,8,0,acept,furnished,0,10500,642
São Paulo,43,2,1,1,13,not acept,not furnished,307,2000,18
Campinas,98,3,2,1,1,acept,not furnished,727,1233,84
São Paulo,36,2,1,0,6,acept,not furnished,590,1790,0
Rio de Janeiro,42,1,1,0,4,acept,furnished,500,2800,79
Campinas,120,3,3,3,8,not acept,not furnished,700,2700,167
Rio de Janeiro,78,2,2,1,8,acept,not furnished,720,1400,290
São Paulo,113,3,4,2,7,acept,not furnished,1600,4000,591
São Paulo,47,2,1,1,1,not acept,not furnished,560,1390,0
São Paulo,60,2,2,1,5,acept,not furnished,478,1300,0
Porto Alegre,77,2,1,0,1,not acept,not furnished,0,1130,25
Porto Alegre,75,2,2,1,3,acept,not furnished,200,1500,142
São Paulo,60,3,1,1,3,acept,not furnished,470,1550,0
São Paulo,240,3,4,3,9,acept,not furnished,2100,5800,825
São Paulo,48,1,1,1,4,acept,not furnished,633,3400,114
Belo Horizonte,70,3,1,1,8,acept,not furnished,395,1300,71
Belo Horizonte,345,3,3,0,0,not acept,furnished,0,3500,150
São Paulo,250,4,2,3,2,not acept,furnished,3000,15000,100
São Paulo,158,4,4,3,4,acept,furnished,1990,3500,589
Porto Alegre,55,2,1,1,0,acept,furnished,0,1300,34
Rio de Janeiro,80,2,1,1,17,acept,not furnished,866,1820,235
Porto Alegre,42,1,1,1,11,acept,not furnished,500,2200,50
São Paulo,80,3,3,2,20,acept,not furnished,600,4450,242
São Paulo,50,1,1,0,1,acept,not furnished,519,1550,28
Rio de Janeiro,380,4,3,2,9,acept,not furnished,3220,15000,1348
São Paulo,85,2,2,1,6,acept,furnished,1200,5300,67
Belo Horizonte,120,4,3,2,1,acept,not furnished,0,3250,0
São Paulo,214,4,5,4,6,acept,not furnished,2235,3251,1026
São Paulo,277,4,4,6,5,acept,not furnished,4200,3800,1947
Campinas,50,2,1,1,4,acept,not furnished,330,1080,0
Belo Horizonte,90,3,2,2,2,not acept,not furnished,530,2000,159
São Paulo,287,4,5,2,0,acept,furnished,0,6000,317
São Paulo,11,1,1,0,1,not acept,furnished,300,2000,42
Porto Alegre,62,2,1,1,7,not acept,not furnished,485,1620,54
São Paulo,45,1,1,1,7,not acept,furnished,522,3100,120
Porto Alegre,80,2,1,1,1,acept,not furnished,200,1650,70
São Paulo,115,3,3,2,5,not acept,not furnished,1000,4890,234
Porto Alegre,110,2,2,1,3,acept,furnished,600,1800,152
São Paulo,162,3,3,2,4,acept,not furnished,1756,7000,367
Rio de Janeiro,85,3,2,1,4,acept,not furnished,1250,1800,306
Belo Horizonte,105,4,3,3,5,acept,not furnished,1148,1900,228
São Paulo,180,2,2,5,0,acept,not furnished,1,3000,1
Rio de Janeiro,80,2,1,0,9,acept,not furnished,330,831,159
São Paulo,56,2,1,1,6,acept,not furnished,680,2200,11
São Paulo,70,2,1,1,15,acept,not furnished,1049,1200,35
Rio de Janeiro,70,1,2,1,6,not acept,not furnished,1100,1200,85
Belo Horizonte,75,3,1,1,4,not acept,not furnished,482,1000,145
São Paulo,420,4,6,4,0,acept,not furnished,300,6500,417
São Paulo,279,3,3,8,0,acept,furnished,0,3500,182
São Paulo,160,4,4,2,0,acept,not furnished,0,2400,0
São Paulo,41,1,1,0,0,acept,not furnished,250,1100,0
